"","Locality","Townland","Town"
"482",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"483",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"484",NA,"RATHBRADY MORE","LIMAVADY"
"485","BOVALLY","BOVALLY","LIMAVADY"
"486",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"487",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"488",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"489",NA,"CARRAN","LIMAVADY"
"490",NA,"RATHBRADY MORE","LIMAVADY"
"491",NA,"FARLOW","LIMAVADY"
"492",NA,"DRUMSURN LOWER","LIMAVADY"
"493",NA,"ENAGH","LIMAVADY"
"494",NA,"BALLYQUIN","LIMAVADY"
"495",NA,"ENAGH","LIMAVADY"
"496",NA,"DRUMSURN LOWER","LIMAVADY"
"497",NA,"BOVALLY","LIMAVADY"
"498",NA,"ENAGH","LIMAVADY"
"499",NA,"ENAGH","LIMAVADY"
"500",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"501",NA,"BOVALLY","LIMAVADY"
"502",NA,"BOVALLY","LIMAVADY"
"503",NA,"BOVALLY","LIMAVADY"
"504",NA,"KILLANE","LIMAVADY"
"505",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"506",NA,"BOVALLY","LIMAVADY"
"507",NA,"ENAGH","LIMAVADY"
"508",NA,"OUGHTYMOYLE","LIMAVADY"
"509",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"510",NA,"ENAGH","LIMAVADY"
"511",NA,"KILLANE","LIMAVADY"
"512",NA,"RATHBRADY MORE","LIMAVADY"
"513",NA,"GORTNAMONEY","LIMAVADY"
"514",NA,"CARRAN","LIMAVADY"
"515",NA,"ENAGH","LIMAVADY"
"516",NA,"RATHBRADY MORE","LIMAVADY"
"517",NA,"DRUMSURN LOWER","LIMAVADY"
"518",NA,"COOLESSAN","LIMAVADY"
"519",NA,"ENAGH","LIMAVADY"
"520",NA,"CARROWREAGH","LIMAVADY"
"521",NA,"RATHFAD","LIMAVADY"
"522",NA,"BALLYMACLARY","LIMAVADY"
"523",NA,"LENAMORE","LIMAVADY"
"524",NA,"LARGY","LIMAVADY"
"525",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"526",NA,"DRUMAVALLY","LIMAVADY"
"527",NA,"OUGHTYMOYLE","LIMAVADY"
"528",NA,"BALLYMULTIMBER","LIMAVADY"
"529",NA,"DRUMADERRY","LIMAVADY"
"530",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"531",NA,"ENAGH","LIMAVADY"
"532",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"533",NA,"CARRAN","LIMAVADY"
"534",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"535",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"536",NA,"RATHBRADY MORE","LIMAVADY"
"537",NA,"RATHBRADY MORE","LIMAVADY"
"538",NA,"GLEBE","LIMAVADY"
"539",NA,"ENAGH","LIMAVADY"
"540",NA,"RATHBRADY MORE","LIMAVADY"
"541",NA,"BOVALLY","LIMAVADY"
"542",NA,"BOVALLY","LIMAVADY"
"543",NA,"RATHBRADY MORE","LIMAVADY"
"544",NA,"RATHBRADY MORE","LIMAVADY"
"545",NA,"BOVALLY","LIMAVADY"
"546",NA,"BALLYMULLY","LIMAVADY"
"547",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"548",NA,"RATHBRADY MORE","LIMAVADY"
"549",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"550",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"551","BOVALLY","BOVALLY","LIMAVADY"
"552",NA,"CARRAN","LIMAVADY"
"553",NA,"ENAGH","LIMAVADY"
"554",NA,"CARRAN","LIMAVADY"
"555",NA,"BOVALLY","LIMAVADY"
"556",NA,"CARRAN","LIMAVADY"
"557",NA,"BOVALLY","LIMAVADY"
"558",NA,"ENAGH","LIMAVADY"
"559",NA,"RATHBRADY MORE","LIMAVADY"
"560",NA,"BOVALLY","LIMAVADY"
"561",NA,"BOVALLY","LIMAVADY"
"562",NA,"DRUMBALLYDONAGHY","LIMAVADY"
"563",NA,"BALLYLEAGRY","LIMAVADY"
"564",NA,"CARRAN","LIMAVADY"
"565",NA,"CARRAN","LIMAVADY"
"566",NA,"BOVALLY","LIMAVADY"
"567",NA,"BOVALLY","LIMAVADY"
"568",NA,"BOVALLY","LIMAVADY"
"569",NA,"TERRYDREMONT NORTH","LIMAVADY"
"570",NA,"RATHBRADY MORE","LIMAVADY"
"571",NA,"ENAGH","LIMAVADY"
"572",NA,"KILHOYLE","LIMAVADY"
"573",NA,"BALLYQUIN","LIMAVADY"
"574",NA,"DRUMSURN UPPER","LIMAVADY"
"575",NA,"DUNCRUN","LIMAVADY"
"576",NA,"ENAGH","LIMAVADY"
"577",NA,"RATHBRADY MORE","LIMAVADY"
"578",NA,"BALLYLEAGRY","LIMAVADY"
"579",NA,"DRUMSURN LOWER","LIMAVADY"
"580",NA,"BOVALLY","LIMAVADY"
"581",NA,"RATHBRADY MORE","LIMAVADY"
"582",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"583",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"584",NA,"CORNDALE UPPER","LIMAVADY"
"585",NA,"CULMORE LOWER","LIMAVADY"
"586",NA,"GLACK","LIMAVADY"
"587",NA,"BROIGHTER","LIMAVADY"
"588",NA,"BOVALLY","LIMAVADY"
"589",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"590",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"591",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"592",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"593","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"594",NA,"BOVALLY","LIMAVADY"
"595",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"596",NA,"KILLANE","LIMAVADY"
"597",NA,"RATHBRADY MORE","LIMAVADY"
"598",NA,"WALWORTH","LIMAVADY"
"599",NA,"CULMORE UPPER","LIMAVADY"
"600",NA,"TERRYDREMONT NORTH","LIMAVADY"
"601",NA,"BOVALLY","LIMAVADY"
"602",NA,"CARRAN","LIMAVADY"
"603",NA,"BALLYDARROG","LIMAVADY"
"604",NA,"COOLESSAN","LIMAVADY"
"605",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"606",NA,"LENAMORE","LIMAVADY"
"607",NA,"BOVALLY","LIMAVADY"
"608",NA,"ENAGH","LIMAVADY"
"609",NA,"BOVALLY","LIMAVADY"
"610",NA,"ENAGH","LIMAVADY"
"611",NA,"BOVALLY","LIMAVADY"
"612",NA,"BALLYCARTON","LIMAVADY"
"613",NA,"COOLESSAN","LIMAVADY"
"614",NA,"ENAGH","LIMAVADY"
"615",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"616",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"617",NA,"RATHBRADY MORE","LIMAVADY"
"618",NA,"ENAGH","LIMAVADY"
"619",NA,"LARGY","LIMAVADY"
"620",NA,"BENONE","LIMAVADY"
"621",NA,"GLACK","LIMAVADY"
"622",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"623",NA,"RATHBRADY MORE","LIMAVADY"
"624",NA,"ENAGH","LIMAVADY"
"625",NA,"KILLANE","LIMAVADY"
"626",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"627",NA,"DEER PARK","LIMAVADY"
"628",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"629",NA,"BALLYDARROG","LIMAVADY"
"630",NA,"BOVALLY","LIMAVADY"
"631",NA,"BOVALLY","LIMAVADY"
"632",NA,"BOVALLY","LIMAVADY"
"633",NA,"BOVALLY","LIMAVADY"
"634",NA,"BOVALLY","LIMAVADY"
"635",NA,"BROGLASCO","LIMAVADY"
"636",NA,"ENAGH","LIMAVADY"
"637",NA,"BOVALLY","LIMAVADY"
"638",NA,"BENONE","LIMAVADY"
"639",NA,"RATHBRADY MORE","LIMAVADY"
"640",NA,"COOLESSAN","LIMAVADY"
"641",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"642",NA,"RATHBRADY MORE","LIMAVADY"
"643",NA,"ENAGH","LIMAVADY"
"644",NA,"BOVALLY","LIMAVADY"
"645",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"646",NA,"COOLESSAN","LIMAVADY"
"647",NA,"BOVALLY","LIMAVADY"
"648",NA,"GLACK","LIMAVADY"
"649",NA,"BENONE","LIMAVADY"
"650",NA,"BOVALLY","LIMAVADY"
"651",NA,"ENAGH","LIMAVADY"
"652",NA,"BOVALLY","LIMAVADY"
"653",NA,"BOVALLY","LIMAVADY"
"654","LIMAVADY","DRUMRAIGHLAND","LIMAVADY"
"655",NA,"BOVALLY","LIMAVADY"
"656",NA,"TAMLAGHT (PART OF GLEBE)","LIMAVADY"
"657",NA,"CARROWCLARE","LIMAVADY"
"658",NA,"GORTNAMONEY","LIMAVADY"
"659",NA,"GLACK","LIMAVADY"
"660",NA,"ENAGH","LIMAVADY"
"661",NA,"COOLESSAN","LIMAVADY"
"662",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"663",NA,"COOLESSAN","LIMAVADY"
"664",NA,"RATHBRADY MORE","LIMAVADY"
"665",NA,"RATHBRADY MORE","LIMAVADY"
"666",NA,"RATHBRADY MORE","LIMAVADY"
"667",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"668",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"669",NA,"CARRAN","LIMAVADY"
"670",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"671",NA,"ENAGH","LIMAVADY"
"672",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"673",NA,"RATHBRADY MORE","LIMAVADY"
"674",NA,"ENAGH","LIMAVADY"
"675",NA,"GLEBE","LIMAVADY"
"676",NA,"ENAGH","LIMAVADY"
"677",NA,"RATHBRADY MORE","LIMAVADY"
"678",NA,"BOVALLY","LIMAVADY"
"679",NA,"ENAGH","LIMAVADY"
"680",NA,"COOLESSAN","LIMAVADY"
"681",NA,"BOVALLY","LIMAVADY"
"682",NA,"ENAGH","LIMAVADY"
"683",NA,"ENAGH","LIMAVADY"
"684",NA,"COOLESSAN","LIMAVADY"
"685",NA,"RATHBRADY MORE","LIMAVADY"
"686",NA,"ENAGH","LIMAVADY"
"687",NA,"ENAGH","LIMAVADY"
"688",NA,"RATHBRADY MORE","LIMAVADY"
"689",NA,"BOVALLY","LIMAVADY"
"690",NA,"COOLESSAN","LIMAVADY"
"691",NA,"COOLESSAN","LIMAVADY"
"692",NA,"CARRAN","LIMAVADY"
"693",NA,"ENAGH","LIMAVADY"
"694",NA,"RATHBRADY MORE","LIMAVADY"
"695",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"696",NA,"BOVALLY","LIMAVADY"
"697",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"698",NA,"CARRAN","LIMAVADY"
"699",NA,"CARRAN","LIMAVADY"
"700",NA,"BOVALLY","LIMAVADY"
"701",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"702",NA,"BOVALLY","LIMAVADY"
"703",NA,"BOVALLY","LIMAVADY"
"704",NA,"TERRYDRUM","LIMAVADY"
"705",NA,"BOVALLY","LIMAVADY"
"706",NA,"BOVALLY","LIMAVADY"
"707",NA,"RATHBRADY MORE","LIMAVADY"
"708",NA,"BOVALLY","LIMAVADY"
"709",NA,"BALLYNESS","LIMAVADY"
"710",NA,"TEMPLEMOYLE","LIMAVADY"
"711",NA,"BALLYQUIN","LIMAVADY"
"712",NA,"DRUMSURN LOWER","LIMAVADY"
"713",NA,"CARRICK","LIMAVADY"
"714",NA,"DRUMSURN UPPER","LIMAVADY"
"715",NA,"DRUMAVALLY","LIMAVADY"
"716",NA,"CARRAN","LIMAVADY"
"717",NA,"ENAGH","LIMAVADY"
"718",NA,"DRUMSURN LOWER","LIMAVADY"
"719",NA,"CARROWMENAGH","LIMAVADY"
"720",NA,"DRUMAVALLY","LIMAVADY"
"721",NA,"DRUMSURN LOWER","LIMAVADY"
"722",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"723",NA,"RATHBRADY MORE","LIMAVADY"
"724",NA,"BOVALLY","LIMAVADY"
"725",NA,"BOVALLY","LIMAVADY"
"726",NA,"CRESSY CRIB","LIMAVADY"
"727",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"728",NA,"COOLESSAN","LIMAVADY"
"729",NA,"BOVALLY","LIMAVADY"
"730",NA,"MINEARNY","LIMAVADY"
"731",NA,"DRUMMOND","LIMAVADY"
"732",NA,"RATHBRADY MORE","LIMAVADY"
"733",NA,"ENAGH","LIMAVADY"
"734",NA,"CARRAN","LIMAVADY"
"735",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"736",NA,"ENAGH","LIMAVADY"
"737",NA,"RATHBRADY MORE","LIMAVADY"
"738",NA,"CULMORE LOWER","LIMAVADY"
"739",NA,"RATHBRADY MORE","LIMAVADY"
"740",NA,"ARDGARVAN","LIMAVADY"
"741",NA,"CARRAN","LIMAVADY"
"742",NA,"BOVALLY","LIMAVADY"
"743",NA,"ENAGH","LIMAVADY"
"744",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"745",NA,"MARGYMONAGHAN","LIMAVADY"
"746",NA,"ARDMORE","LIMAVADY"
"747",NA,"DRUMAVALLY","LIMAVADY"
"748",NA,"BALLYRISK BEG","LIMAVADY"
"749",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"750",NA,"ENAGH","LIMAVADY"
"751",NA,"RATHBRADY MORE","LIMAVADY"
"752",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"753",NA,"BOVALLY","LIMAVADY"
"754",NA,"BALLYLEAGRY","LIMAVADY"
"755",NA,"RATHBRADY MORE","LIMAVADY"
"756",NA,"BOVALLY","LIMAVADY"
"757",NA,"COOLESSAN","LIMAVADY"
"758",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"759","AGHANLOO INDUSTRIAL ESTATE","ARTIKELLY","LIMAVADY"
"760","FRUITHILL","STREEVE","LIMAVADY"
"761",NA,"ENAGH","LIMAVADY"
"762",NA,"FRUITHILL","LIMAVADY"
"763",NA,"BOVALLY","LIMAVADY"
"764",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"765",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"766",NA,"RATHBRADY MORE","LIMAVADY"
"767",NA,"LOWER CORNDALE","LIMAVADY"
"768",NA,"CLAGAN","LIMAVADY"
"769",NA,"GRANNAGH","LIMAVADY"
"770",NA,"ENAGH","LIMAVADY"
"771",NA,"ENAGH","LIMAVADY"
"772",NA,"BALLYMACLARY","LIMAVADY"
"773",NA,"BENONE","LIMAVADY"
"774",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"775",NA,"ENAGH","LIMAVADY"
"776",NA,"ENAGH","LIMAVADY"
"777",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"778",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"779",NA,"UMBRA","LIMAVADY"
"780",NA,"LENAMORE","LIMAVADY"
"781",NA,"DUNCRUN","LIMAVADY"
"782","BALLYSCULLION","DUNCRUN","LIMAVADY"
"783",NA,"DRUMAVALLY","LIMAVADY"
"784",NA,"CLAGAN","LIMAVADY"
"785",NA,"MYROE LEVEL (INTAKE)","LIMAVADY"
"786",NA,"CLAGAN","LIMAVADY"
"787",NA,"MULLANE","LIMAVADY"
"788",NA,"CARROWCLARE","LIMAVADY"
"789",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"790",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"791",NA,"GLACK","LIMAVADY"
"792",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"793",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"794",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"795",NA,"RATHBRADY MORE","LIMAVADY"
"796",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"797",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"798",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"799",NA,"COOLESSAN","LIMAVADY"
"800",NA,"COOLESSAN","LIMAVADY"
"801",NA,"RATHBRADY MORE","LIMAVADY"
"802",NA,"ENAGH","LIMAVADY"
"803",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"804",NA,"RATHBRADY MORE","LIMAVADY"
"805",NA,"COOLESSAN","LIMAVADY"
"806",NA,"BOVALLY","LIMAVADY"
"807",NA,"BOVALLY","LIMAVADY"
"808",NA,"LECK","LIMAVADY"
"809",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"810",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"811",NA,"ARDGARVAN","LIMAVADY"
"812",NA,"RATHBRADY MORE","LIMAVADY"
"813",NA,"DEER PARK","LIMAVADY"
"814",NA,"RATHBRADY MORE","LIMAVADY"
"815",NA,"ARDGARVAN","LIMAVADY"
"816",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"817",NA,"BALLYCRUM","LIMAVADY"
"818",NA,"CARRAN","LIMAVADY"
"819","BOVALLY","BOVALLY","LIMAVADY"
"820",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"821",NA,"ENAGH","LIMAVADY"
"822",NA,"BOVALLY","LIMAVADY"
"823",NA,"RATHBRADY MORE","LIMAVADY"
"824",NA,"ENAGH","LIMAVADY"
"825",NA,"CLAGAN","LIMAVADY"
"826",NA,"RATHBRADY MORE","LIMAVADY"
"827",NA,"BOVALLY","LIMAVADY"
"828",NA,"LISLANE","LIMAVADY"
"829",NA,"BOVALLY","LIMAVADY"
"830",NA,"BOVALLY","LIMAVADY"
"831",NA,"DRUMSURN LOWER","LIMAVADY"
"832",NA,"DRUMSURN LOWER","LIMAVADY"
"833",NA,"BALLYQUIN","LIMAVADY"
"834",NA,"DRUMSURN UPPER","LIMAVADY"
"835",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"836",NA,"DRUMSURN LOWER","LIMAVADY"
"837",NA,"CARRAN","LIMAVADY"
"838",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"839",NA,"DRUMADREEN","LIMAVADY"
"840",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"841",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"842",NA,"ENAGH","LIMAVADY"
"843",NA,"BOVALLY","LIMAVADY"
"844",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"845","NEWTOWN LIMAVADY","NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"846",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"847",NA,"BOVALLY","LIMAVADY"
"848",NA,"WALWORTH","LIMAVADY"
"849",NA,"WALWORTH","LIMAVADY"
"850",NA,"OUGHTYMOYLE","LIMAVADY"
"851",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"852",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"853",NA,"SOUTH TERRYDOO WALKER","LIMAVADY"
"854",NA,"ENAGH","LIMAVADY"
"855","FRUITHILL","DOWLAND","LIMAVADY"
"856",NA,"TAMLAGHT","LIMAVADY"
"857",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"858",NA,"BALLYQUIN","LIMAVADY"
"859",NA,"BOVALLY","LIMAVADY"
"860",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"861",NA,"AGHANSILLAGH","LIMAVADY"
"862",NA,"DROMORE","LIMAVADY"
"863",NA,"LOMOND","LIMAVADY"
"864",NA,"BOVALLY","LIMAVADY"
"865",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"866",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"867","FRUITHILL","STREEVE","LIMAVADY"
"868",NA,"ENAGH","LIMAVADY"
"869",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"870",NA,"RATHBRADY MORE","LIMAVADY"
"871",NA,"BOVALLY","LIMAVADY"
"872",NA,"CARROWCLARE","LIMAVADY"
"873",NA,"BALLYHANNA","LIMAVADY"
"874",NA,"RATHBRADY MORE","LIMAVADY"
"875",NA,"BALLYMORE","LIMAVADY"
"876",NA,"ENAGH","LIMAVADY"
"877",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"878",NA,"MAINE SOUTH","LIMAVADY"
"879",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"880",NA,"BOVALLY","LIMAVADY"
"881",NA,"LOMOND","LIMAVADY"
"882",NA,"BOVALLY","LIMAVADY"
"883",NA,"BOVALLY","LIMAVADY"
"884",NA,"RATHBRADY MORE","LIMAVADY"
"885",NA,"WALWORTH","LIMAVADY"
"886",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"887",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"888",NA,"BENONE","LIMAVADY"
"889",NA,"DRUMAVALLY","LIMAVADY"
"890",NA,"ENAGH","LIMAVADY"
"891",NA,"ENAGH","LIMAVADY"
"892",NA,"BOVALLY","LIMAVADY"
"893",NA,"ENAGH","LIMAVADY"
"894",NA,"ENAGH","LIMAVADY"
"895","BOVALLY","BOVALLY","LIMAVADY"
"896",NA,"RATHBRADY MORE","LIMAVADY"
"897",NA,"GLACK","LIMAVADY"
"898",NA,"CRINDLE","LIMAVADY"
"899",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"900",NA,"DRUMAVALLY","LIMAVADY"
"901",NA,"CARRAN","LIMAVADY"
"902",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"903",NA,"BOVALLY","LIMAVADY"
"904",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"905",NA,"UMBRA","LIMAVADY"
"906",NA,"DRUMAVALLY","LIMAVADY"
"907",NA,"CRAIG","LIMAVADY"
"908",NA,"OUGHTYMOYLE","LIMAVADY"
"909",NA,"CARROWCLARE","LIMAVADY"
"910",NA,"LOMOND","LIMAVADY"
"911",NA,"BALLYMACRAN","LIMAVADY"
"912",NA,"RATHBRADY MORE","LIMAVADY"
"913",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"914",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"915",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"916",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"917",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"918",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"919",NA,"ENAGH","LIMAVADY"
"920",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"921",NA,"BOVALLY","LIMAVADY"
"922",NA,"COOLESSAN","LIMAVADY"
"923",NA,"COOLESSAN","LIMAVADY"
"924",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"925",NA,"CARRAN","LIMAVADY"
"926",NA,"COOLESSAN","LIMAVADY"
"927",NA,"ENAGH","LIMAVADY"
"928",NA,"COOLESSAN","LIMAVADY"
"929",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"930",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"931",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"932",NA,"BOVALLY","LIMAVADY"
"933",NA,"ENAGH","LIMAVADY"
"934",NA,"BOVALLY","LIMAVADY"
"935",NA,"ENAGH","LIMAVADY"
"936",NA,"EDENMORE","LIMAVADY"
"937",NA,"KILLANE","LIMAVADY"
"938",NA,"CARRAN","LIMAVADY"
"939",NA,"BOVALLY","LIMAVADY"
"940",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"941",NA,"BOVALLY","LIMAVADY"
"942",NA,"BOVALLY","LIMAVADY"
"943",NA,"ARDGARVAN","LIMAVADY"
"944",NA,"ARDGARVAN","LIMAVADY"
"945",NA,"CARRAN","LIMAVADY"
"946",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"947",NA,"NEWTOWN LIMAVADY ALIAS RATHBRADY BEG","LIMAVADY"
"948",NA,"ENAGH","LIMAVADY"
"949",NA,"ENAGH","LIMAVADY"
"950",NA,"RATHBRADY MORE","LIMAVADY"
"951",NA,"CARRAN","LIMAVADY"
"952",NA,"BOVALLY","LIMAVADY"
"953",NA,"RATHBRADY MORE","LIMAVADY"
"954",NA,"COOLESSAN","LIMAVADY"
"955",NA,"ENAGH","LIMAVADY"
"956",NA,"BOVALLY","LIMAVADY"
"957",NA,"ENAGH","LIMAVADY"
"958",NA,"BOVALLY","LIMAVADY"
"959",NA,"ENAGH","LIMAVADY"
"960",NA,"BOVALLY","LIMAVADY"
"961",NA,"MOYS","LIMAVADY"
"962",NA,"LARGY","LIMAVADY"
"963",NA,"LARGY","LIMAVADY"
"964",NA,"DRUMRAIGHLAND","LIMAVADY"
"965",NA,"BALLYQUIN","LIMAVADY"
"966",NA,"DROMORE","LIMAVADY"
"967",NA,"BOVALLY","LIMAVADY"
"968",NA,"BOVALLY","LIMAVADY"
